0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
436,708,101,32,640,704,248,227,284,658,460,318,676,285,857,845
437,776,533,340,472,604,620,254,480,303,197,568,274,363,394,404
438,442,787,771,169,99,231,866,545,761,393,760,497,728,386,811
439,15,315,467,253,525,534,670,734,670,609,130,475,710,408,218
440,629,498,513,820,131,626,652,574,242,685,245,202,266,844,888
441,742,889,900,238,574,193,365,96,728,519,319,124,756,836,449
442,251,802,790,641,723,780,823,483,377,213,24,441,78,607,723
443,564,652,220,212,891,236,640,125,895,568,261,543,345,395,454
444,772,296,328,112,375,383,291,74,351,595,779,796,873,198,264
445,450,634,40,49,38,118,33,34,322,246,246,476,490,158,14
446,663,75,591,821,54,763,255,347,746,48,498,568,503,536,455
447,19,319,231,347,600,148,127,524,820,549,512,356,605,648,308
448,483,364,360,296,693,409,379,473,594,505,200,337,364,623,543
449,690,473,252,710,784,549,747,797,627,92,780,544,700,87,857
450,341,791,490,113,15,784,366,832,883,704,425,478,179,641,633
451,342,67,54,361,211,507,332,648,148,244,502,442,46,196,60
452,726,481,373,114,815,483,641,693,649,830,766,482,677,833,1
453,313,587,779,218,785,543,155,583,283,756,436,100,695,713,240
454,453,51,268,743,405,811,699,175,689,701,892,306,27,734,852
455,803,95,275,612,177,206,107,779,536,60,28,365,194,533,695
456,132,747,815,174,862,251,128,65,216,103,60,765,636,646,831
457,680,173,414,658,309,352,243,662,28,224,578,443,841,557,500
458,444,604,476,145,236,341,521,694,444,881,371,158,561,264,897
459,484,386,28,414,653,665,564,584,579,566,862,479,518,518,319
460,295,571,545,845,388,221,259,569,248,515,328,385,842,84,200
461,819,842,131,731,474,71,796,355,6,273,709,366,77,312,315
462,727,231,673,488,543,601,504,66,326,409,577,126,132,108,462
463,192,189,826,852,694,187,370,292,49,124,845,144,310,608,111
464,406,358,658,834,300,768,184,69,175,152,738,705,797,69,711
465,377,720,586,426,437,112,97,891,362,194,61,480,864,456,227
466,133,589,862,59,528,648,600,570,88,821,195,664,786,762,406
467,222,97,399,886,668,710,572,356,291,364,345,824,788,91,195
468,404,69,36,407,800,386,716,236,844,808,504,175,865,159,548
469,560,857,307,540,238,813,260,651,793,172,488,145,178,893,802
470,296,164,628,196,787,586,872,70,524,716,45,546,162,7,275
471,518,605,740,125,42,401,737,37,259,210,268,193,471,256,426
472,499,470,156,377,420,828,413,418,651,793,547,83,576,541,854
473,665,750,279,246,197,532,888,190,336,262,803,825,32,273,778
474,407,844,424,63,483,888,19,237,114,461,618,263,209,444,597
475,739,191,875,781,578,73,280,652,609,394,120,877,106,436,154
476,318,129,201,815,500,678,109,697,480,583,740,857,33,706,492
477,774,512,768,154,152,603,751,587,126,745,814,194,639,57,83
478,405,149,508,758,476,174,355,419,251,686,375,831,267,723,20
479,619,264,99,275,252,90,295,345,184,214,238,339,565,548,628
480,758,388,171,804,772,618,312,54,235,32,551,143,775,886,464
481,64,603,221,587,170,393,802,593,889,812,576,662,76,475,835
482,519,890,421,879,81,40,375,536,875,264,244,851,58,233,134
483,807,218,95,832,231,335,860,900,710,478,400,170,586,126,686
484,272,32,592,623,264,900,767,615,269,454,492,63,309,464,163
485,866,230,571,61,142,717,403,522,196,175,194,767,863,189,204
486,740,635,460,201,383,411,418,870,405,20,381,182,255,156,196
487,363,293,208,45,372,134,90,551,60,10,74,875,146,553,819
488,656,298,491,395,324,645,237,459,314,143,685,863,103,318,416
489,847,588,82,812,433,861,457,414,252,842,44,261,177,674,348
490,620,474,702,272,722,883,817,79,804,234,304,229,28,476,486
491,878,754,485,225,96,395,759,94,459,291,359,886,47,849,836
492,579,122,375,384,796,87,846,263,482,188,822,284,470,393,879
493,300,163,433,634,524,743,272,305,694,96,617,647,31,597,279
494,688,684,438,96,780,280,28,506,135,800,160,808,562,190,417
495,786,555,605,742,844,239,165,64,281,145,29,500,195,883,205
496,349,808,746,856,403,102,878,51,40,87,655,230,534,835,251
497,154,843,56,865,890,730,757,429,484,497,374,310,638,138,820
498,504,321,833,527,14,497,300,289,830,54,731,349,133,675,816
499,522,443,650,210,876,492,620,218,388,329,333,403,519,426,349
500,849,519,547,826,631,600,460,630,194,529,110,700,564,157,785
501,259,148,706,788,599,552,515,507,391,647,726,782,406,661,481
502,66,658,865,718,233,546,485,158,622,403,231,152,787,598,488
503,423,675,620,315,342,337,105,596,180,160,846,388,311,793,280
504,274,21,49,365,541,308,57,812,471,900,633,578,665,86,498
505,180,858,30,438,725,97,75,601,282,70,561,741,799,307,206
506,718,272,185,445,385,374,225,761,714,826,761,746,163,139,239
507,436,27,133,877,29,732,362,836,879,119,179,369,789,677,821
508,47,579,38,354,616,469,831,735,3,443,170,397,403,191,474
509,323,485,785,432,472,181,864,492,27,696,460,467,181,335,84
510,598,894,138,568,98,452,770,162,165,418,25,36,210,662,499
511,554,178,382,463,358,696,81,407,411,733,672,814,469,527,649
512,8,509,432,636,188,191,816,619,846,184,528,574,796,741,78
513,95,283,351,751,730,604,16,669,19,669,166,892,264,748,337
514,217,704,160,519,648,331,892,446,828,275,472,807,871,654,18
515,706,424,496,8,259,175,825,532,474,639,595,29,533,619,216
516,514,262,469,713,808,856,27,53,192,338,43,213,9,593,91
517,339,695,222,28,363,471,318,485,107,287,535,815,330,705,146
518,358,52,692,654,281,589,466,751,541,354,309,348,892,742,503
519,86,332,633,628,560,831,868,714,51,396,601,593,563,141,870
520,417,528,664,790,709,56,299,98,70,8,236,95,575,831,516
521,418,212,572,99,895,889,687,21,244,366,275,30,362,351,26
522,813,86,733,441,813,417,768,854,435,230,648,151,755,594,374
523,770,199,354,327,315,857,368,150,737,340,382,374,664,570,306
524,398,899,233,683,111,212,484,814,1,896,373,711,894,286,863
525,841,793,83,448,715,10,397,793,898,692,423,594,401,750,719
526,429,232,85,699,446,391,238,451,347,249,47,745,161,832,882
527,464,306,554,501,613,741,478,534,823,493,305,642,402,467,42
528,750,734,784,434,765,753,224,799,816,439,206,380,774,374,580
529,830,493,434,841,63,177,429,182,596,707,9,375,489,621,674
530,337,187,70,92,266,488,847,663,558,747,390,35,699,287,520
531,114,776,324,645,4,213,750,315,782,430,161,427,833,42,771
532,604,247,447,166,164,92,769,128,102,540,560,760,437,331,698
533,219,381,57,800,348,299,11,703,527,115,131,643,697,353,56
534,73,165,842,242,513,859,879,39,534,856,212,565,105,375,638
535,468,459,116,831,261,359,36,77,186,523,451,788,818,284,53
536,709,663,694,108,454,259,194,840,505,83,184,320,845,202,569
537,710,437,707,586,550,57,507,231,476,51,852,428,729,134,296
538,873,236,194,306,798,432,461,892,450,837,896,256,298,332,734
539,163,259,234,469,203,93,675,885,310,370,232,52,12,323,591
540,630,345,278,818,711,519,342,27,121,784,620,292,317,818,46
541,267,829,292,269,133,30,627,463,727,440,807,232,853,472,665
542,575,207,806,484,31,416,12,329,325,673,643,689,49,274,193
543,510,898,835,17,84,328,144,354,4,495,849,361,660,299,595
544,638,672,76,387,77,574,792,212,23,233,217,658,318,16,566
545,570,628,348,421,556,296,356,598,73,524,99,790,385,2,420
546,890,310,203,615,856,114,508,134,278,709,229,354,680,58,710
547,463,733,852,896,223,234,509,890,866,441,96,659,718,170,475
548,520,629,730,859,733,713,187,804,454,415,631,855,314,490,637
549,23,874,550,119,17,146,324,722,319,631,781,580,370,330,755
550,609,128,776,555,9,798,383,741,523,643,167,217,521,30,152
551,387,246,187,216,212,332,511,650,105,525,808,219,810,801,269
552,80,118,567,829,32,619,13,441,417,750,363,553,550,732,360
553,428,782,108,777,635,105,401,763,699,479,702,7,463,231,491
554,212,6,585,855,65,272,452,805,769,53,536,871,2,774,853
555,467,662,522,506,178,590,453,189,150,632,100,554,89,582,224
556,621,783,93,368,857,192,719,201,555,310,796,821,378,771,667
557,694,649,7,621,193,652,590,816,592,455,627,749,531,562,321
558,658,799,686,739,399,431,529,486,250,711,276,67,791,79,898
559,495,344,78,729,654,418,234,586,124,480,782,189,143,172,505
560,166,875,24,357,10,117,725,639,600,840,674,868,670,106,4
561,188,756,431,458,257,633,146,434,508,292,481,71,25,474,502
562,838,55,443,128,414,32,359,202,143,177,424,481,868,688,463
563,374,44,762,319,695,392,360,223,581,456,703,869,44,492,745
564,505,757,191,72,66,548,315,137,574,677,69,353,569,48,757
565,480,327,468,412,744,716,204,325,304,886,189,431,145,420,141
566,2,585,304,143,571,79,248,794,59,434,10,764,109,592,407
567,754,831,569,538,669,489,249,358,810,293,628,54,428,584,884
568,537,403,410,207,400,874,530,673,132,23,603,598,213,5,203
569,98,10,663,20,313,450,513,786,729,330,320,719,891,673,229
570,332,561,323,278,507,669,70,138,754,98,132,384,197,864,276
571,164,323,192,155,120,375,200,713,539,584,365,13,79,169,496
572,506,496,46,165,842,397,730,219,662,530,262,312,536,396,653
573,782,335,177,529,393,255,574,625,273,810,688,848,80,255,88
574,287,800,671,409,859,3,303,396,724,1,857,75,242,483,369
575,737,428,411,719,894,403,37,149,63,781,826,800,504,590,813
576,538,433,183,105,840,50,473,35,814,120,882,486,332,649,797
577,220,3,617,467,425,588,246,408,339,538,248,771,473,800,783
578,109,174,122,379,598,897,882,235,162,284,263,811,549,573,386
579,632,274,649,871,881,131,826,533,565,412,556,860,180,120,107
580,720,362,803,405,340,494,408,470,299,2,41,252,667,175,728
581,756,522,870,447,790,697,282,516,307,585,598,226,593,300,459
582,703,789,532,817,68,367,561,370,316,634,883,210,36,603,654
583,254,855,872,569,62,680,322,314,153,140,174,47,302,17,457
584,265,193,104,289,353,5,440,343,503,285,114,707,366,72,370
585,175,93,344,666,477,176,25,715,687,782,203,651,440,171,693
586,353,665,883,806,471,84,350,696,222,846,42,669,669,633,798
587,456,83,12,328,532,330,448,76,262,112,605,890,641,491,774
588,491,609,773,577,827,734,610,631,198,635,367,529,836,194,31
589,138,462,162,57,378,832,859,520,138,413,636,346,642,802,388
590,512,253,506,521,417,685,228,449,589,76,115,105,624,206,729
591,63,780,254,172,549,313,794,884,401,84,676,118,579,733,311
592,21,620,565,592,53,582,316,253,664,847,470,179,804,544,655
593,685,558,145,280,395,858,891,535,324,141,735,786,608,583,221
594,896,302,257,656,861,597,5,767,42,44,368,639,212,873,371
595,865,626,889,9,274,334,691,286,11,689,294,28,802,772,624
596,248,819,683,727,175,52,168,680,696,77,558,589,15,310,533
597,434,50,735,769,625,742,162,869,277,113,164,743,758,173,17
598,396,534,480,443,510,142,292,542,301,889,471,420,186,146,32
599,846,870,385,862,504,163,15,337,206,897,84,459,744,107,105
600,692,268,22,229,173,687,395,860,623,45,646,288,733,889,730
601,198,877,336,247,5,138,592,438,870,509,40,133,711,692,190
602,585,714,714,476,473,406,893,148,91,636,56,423,512,242,101
603,299,452,301,514,349,760,758,245,610,431,201,623,164,54,330
604,357,168,379,215,496,805,456,440,352,151,663,379,723,760,470
605,228,723,851,689,719,247,498,730,426,116,355,120,275,782,265
606,602,158,107,590,436,505,42,272,884,535,732,318,499,615,592
607,153,72,408,310,551,155,164,897,719,858,57,531,621,431,575
608,478,580,394,505,30,610,271,200,550,807,264,424,768,865,661
609,595,405,362,464,552,625,206,561,855,573,366,343,606,797,29
610,859,396,463,255,237,661,136,313,796,78,292,33,231,347,45
611,258,542,339,188,184,22,619,316,764,371,733,406,269,358,356
612,645,550,293,728,118,423,756,638,412,792,341,319,764,217,343
613,891,532,428,262,108,382,648,228,355,813,827,461,50,370,164
614,628,716,430,227,196,303,327,366,108,449,448,198,72,443,607
615,179,12,899,265,506,440,104,91,33,266,293,591,651,828,860
616,190,48,349,318,847,565,514,136,427,582,515,34,101,629,58
617,700,330,538,629,305,408,135,670,585,659,557,883,434,63,895
618,53,355,175,349,151,541,91,883,84,891,543,835,452,512,513
619,322,108,39,342,169,460,361,687,490,11,449,271,539,684,892
620,72,745,551,537,879,108,74,672,52,31,221,199,828,505,73
621,213,176,761,824,187,292,176,303,381,843,175,622,380,460,880
622,482,398,662,868,361,708,117,774,899,138,500,333,342,555,577
623,33,499,251,235,806,627,44,215,644,236,544,779,899,858,635
624,531,813,109,183,607,723,863,807,356,410,144,836,221,266,317
625,790,420,602,502,807,663,536,22,173,663,606,523,277,580,299
626,312,66,868,135,484,69,578,336,496,183,105,625,419,130,682
627,565,153,294,885,761,749,784,563,22,146,501,473,494,845,199
628,173,116,8,151,530,513,681,391,824,822,693,334,120,809,830
629,839,667,840,487,708,809,896,3,265,498,677,439,792,33,786
630,651,357,782,257,713,26,207,478,528,337,860,18,559,885,862
631,365,773,475,650,396,655,169,484,375,207,147,599,548,185,211
632,142,85,288,453,758,728,662,195,357,122,541,499,748,166,878
633,181,348,333,844,412,801,277,684,638,851,864,247,1,278,61
634,34,718,533,344,428,476,458,612,674,46,452,704,767,432,102
635,234,863,672,721,626,215,396,20,832,425,651,451,35,494,792
636,507,441,801,236,24,46,72,881,825,729,704,583,87,576,250
637,475,503,895,833,837,520,886,819,44,165,757,101,790,137,277
638,566,482,518,617,47,362,782,743,189,196,233,174,692,874,752
639,567,256,861,545,156,636,491,792,637,211,185,584,668,50,507
640,93,186,561,345,886,95,606,424,383,208,103,570,782,117,784
641,5,134,243,406,749,561,82,246,80,757,392,206,867,720,230
642,203,748,391,190,480,791,829,260,494,518,763,82,100,342,76
643,646,166,627,77,229,260,10,181,716,488,284,84,623,187,522
644,384,25,123,618,687,822,679,154,188,426,483,793,218,400,497
645,779,110,726,376,350,363,837,898,516,225,4,367,108,306,22
646,615,572,642,370,568,152,115,548,530,245,27,856,486,226,827
647,425,286,423,268,381,850,334,702,607,702,612,794,211,702,766
648,232,235,3,191,646,1,348,847,267,212,249,12,816,488,473
649,414,700,535,814,869,82,869,317,548,274,77,614,196,83,114
650,289,359,346,561,398,199,76,627,67,91,707,142,220,859,514
651,144,548,507,894,491,522,381,230,562,320,899,264,185,52,380
652,492,771,884,371,601,578,469,656,158,489,322,434,387,876,108
653,528,728,378,803,50,153,841,92,869,195,315,146,258,280,794
654,184,70,713,745,430,137,123,61,99,668,428,721,175,694,138
655,185,241,704,118,778,539,566,410,682,301,522,435,166,747,642
656,828,209,217,562,811,365,711,821,113,703,485,173,355,769,222
657,747,367,393,518,322,704,479,688,425,173,684,416,410,900,807
658,705,471,106,213,158,439,694,732,420,286,666,330,662,387,578
659,249,743,612,504,874,792,527,848,641,473,52,444,346,704,260
660,751,722,258,746,35,777,664,746,233,321,326,74,465,228,775
661,880,679,50,239,439,852,836,90,434,619,820,1,525,372,881
662,581,161,246,170,555,283,552,82,586,259,259,447,617,111,822
663,382,742,644,759,314,169,539,153,100,614,614,550,609,315,579
664,489,385,319,326,352,297,852,783,576,864,477,744,860,428,721
665,526,138,749,14,611,580,143,199,346,694,127,134,508,275,300
666,122,468,898,766,469,847,444,264,620,193,654,490,374,381,843
667,168,304,807,637,612,124,309,846,861,307,850,655,759,686,851
668,156,68,92,500,826,76,7,176,848,300,412,472,206,321,530
669,524,612,481,711,199,230,49,330,557,510,644,533,705,200,787
670,851,371,272,860,308,500,492,599,725,502,218,106,10,868,69
671,262,105,715,714,3,806,614,655,876,674,524,816,553,896,568
672,246,96,495,644,52,653,721,858,329,759,395,564,92,679,631
673,552,393,63,179,731,779,656,135,533,117,494,344,478,717,596
674,280,401,250,631,645,45,586,84,163,261,632,449,602,823,618
675,539,892,204,791,260,611,170,820,501,723,809,164,21,847,124
676,793,387,190,830,174,818,307,67,653,390,794,757,431,497,208
677,438,597,777,374,364,762,199,742,449,574,168,713,113,35,476
678,49,483,396,298,810,455,777,764,317,626,364,672,895,726,283
679,367,225,464,684,202,424,554,745,805,644,479,595,85,60,362
680,355,190,821,468,172,634,65,266,891,227,717,242,238,248,339
681,84,408,809,52,896,783,585,806,46,814,824,884,583,80,270
682,205,431,381,399,297,285,541,526,223,883,797,108,149,651,161
683,266,476,687,435,897,566,811,899,374,622,783,865,115,626,274
684,36,98,647,223,676,241,524,71,166,472,569,577,588,89,133
685,509,35,129,37,716,612,626,487,78,660,277,893,338,95,225
686,124,573,737,73,113,133,567,435,590,547,675,728,438,269,706
687,569,570,176,167,303,109,494,550,831,712,397,644,216,776,6
688,643,606,53,667,435,848,414,86,254,62,687,167,62,222,751
689,462,63,206,382,64,869,87,203,256,844,112,524,613,897,506
690,797,416,632,429,540,502,129,736,43,628,70,674,273,486,738
691,613,404,147,473,602,64,335,769,447,189,830,502,781,645,309
692,261,607,708,843,721,559,232,634,458,827,678,177,156,710,376
693,551,692,876,756,702,490,447,40,345,736,235,389,544,657,435
694,791,130,607,707,451,622,657,481,787,752,181,527,251,448,333
695,825,531,769,559,812,34,779,192,145,845,753,455,217,690,341
696,624,845,678,58,779,119,702,589,280,100,616,617,293,753,365
697,68,724,87,130,691,275,53,681,601,815,372,518,426,20,847
698,840,100,180,801,766,560,384,268,69,542,812,784,281,208,9
699,182,329,709,252,36,701,219,241,76,789,609,390,815,761,103
700,366,266,787,588,13,80,22,893,387,205,86,286,883,167,586
701,413,220,310,115,373,434,589,557,577,242,205,14,690,365,191
702,394,497,622,786,650,120,283,830,663,269,346,636,749,470,243
703,476,175,589,211,265,671,569,421,25,43,281,519,386,866,753
704,235,804,697,62,232,876,481,196,179,190,725,160,263,577,687
705,600,593,151,175,189,657,102,400,849,257,559,267,74,777,266
706,334,295,60,771,208,81,496,103,815,737,224,469,56,815,837
707,6,419,514,346,325,319,575,117,117,879,680,15,354,218,77
708,568,847,813,813,384,702,217,402,878,805,873,724,726,118,399
709,461,378,389,846,665,48,544,258,330,564,183,861,514,290,30
710,671,363,577,33,751,877,88,699,300,168,518,775,783,328,670
711,780,666,372,147,797,836,659,844,288,73,311,268,464,630,828
712,647,515,723,635,97,37,875,132,790,790,459,850,158,401,762
713,158,177,799,835,249,672,630,456,654,500,619,548,254,110,165
714,308,565,165,164,69,703,646,530,504,243,153,754,753,740,466
715,415,741,814,132,404,379,631,683,421,819,474,862,283,506,515
716,426,806,90,866,575,245,435,211,544,700,581,181,501,489,571
717,765,423,670,408,343,824,132,18,892,362,348,891,233,380,896
718,626,610,150,104,268,38,163,13,199,59,863,606,817,560,873
719,529,303,544,533,632,229,285,818,333,28,49,549,26,267,139
720,145,834,847,789,877,67,339,803,239,880,403,228,885,877,350
721,256,331,556,507,43,860,382,24,86,142,269,157,552,867,440
722,177,18,299,839,415,754,58,756,900,469,798,342,570,830,477
723,788,104,843,38,88,195,321,383,12,65,621,678,19,810,94
724,224,517,357,762,781,821,636,388,571,592,499,758,869,770,363
725,535,198,13,138,579,433,451,307,129,187,640,125,20,822,584
726,501,820,31,481,572,35,832,170,497,683,747,460,214,418,258
727,867,891,742,383,2,536,645,838,207,601,404,358,714,765,613
728,775,545,265,460,586,834,462,701,217,637,426,331,657,229,556
729,320,305,879,511,253,729,528,620,498,86,239,663,84,725,646
730,31,850,512,123,508,893,2,59,529,350,71,882,289,373,444
731,391,224,798,495,317,551,793,252,840,358,299,798,780,237,866
732,741,836,653,230,114,244,269,47,358,536,664,290,198,47,7
733,14,775,624,363,242,47,358,509,740,528,89,545,114,650,37
734,760,33,327,552,782,65,79,376,707,503,13,621,169,276,539
735,380,475,101,675,201,150,188,497,619,343,123,601,812,447,430
736,449,639,14,22,740,227,275,15,176,79,265,16,807,697,324
737,563,458,212,185,823,96,247,826,708,899,149,262,215,268,867
738,200,880,359,809,587,477,808,44,570,852,416,522,825,201,747
739,668,569,558,293,658,757,14,465,432,133,464,296,851,398,701
740,689,547,237,687,234,776,764,426,886,450,342,76,412,538,760
741,18,258,418,416,639,823,69,494,159,442,273,830,852,485,367
742,734,123,578,736,115,837,697,350,632,376,890,438,461,718,11
743,260,322,457,660,302,19,720,876,859,481,337,485,40,510,336
744,550,156,625,498,144,122,80,274,652,892,516,301,140,671,174
745,612,477,332,339,216,2,26,800,633,588,187,311,384,530,39
746,286,865,655,26,741,593,519,614,874,867,843,657,154,36,144
747,623,427,881,765,519,896,726,724,98,860,442,116,248,177,49
748,67,641,166,260,526,289,824,122,268,139,222,185,543,744,554
749,824,288,609,888,699,579,148,165,313,633,584,770,369,545,689
750,108,520,754,140,235,320,476,458,385,653,575,854,447,81,839
751,719,140,66,148,630,158,205,768,328,85,825,492,595,199,167
752,174,182,1,663,850,371,212,453,509,74,385,445,663,764,98
753,276,668,570,285,644,826,818,239,386,764,102,810,227,123,110
754,390,853,516,297,20,692,34,556,396,890,398,515,207,572,768
755,264,183,823,133,664,340,647,605,298,690,278,895,496,624,742
756,815,113,563,41,153,384,900,633,9,181,469,683,738,236,617
757,306,114,718,373,809,614,121,608,39,586,542,66,246,153,194
758,843,461,314,664,865,400,748,191,338,75,630,603,647,795,560
759,490,39,366,534,248,443,134,240,890,898,113,234,644,521,609
760,684,823,215,599,123,693,156,41,730,29,658,812,618,446,293
761,744,826,27,671,296,616,286,115,678,382,705,154,392,183,425
762,783,778,816,42,410,325,428,257,519,182,720,313,357,632,644
763,20,824,96,609,207,647,175,609,197,765,12,363,69,643,255
764,118,731,20,648,486,676,244,682,837,5,83,559,375,397,160
765,587,466,224,36,112,464,728,297,470,785,104,763,527,655,153
766,221,480,269,600,59,89,673,225,214,30,192,487,861,413,875
767,247,410,209,66,495,630,535,116,253,587,173,110,760,94,287
768,197,205,226,86,333,326,797,558,629,741,587,670,11,509,705
769,853,871,413,607,539,354,743,771,543,67,484,38,415,423,627
770,757,868,659,649,747,737,791,17,366,6,690,253,589,872,603
771,691,206,486,838,222,887,895,298,695,383,855,221,339,759,697
772,875,143,406,311,775,571,98,401,429,436,387,61,603,176,737
773,883,399,179,493,165,727,406,623,864,444,250,703,628,595,899
774,176,229,674,87,138,310,643,843,750,742,540,708,93,840,178
775,356,309,606,2,705,510,501,772,485,786,750,511,22,439,332
776,594,126,245,517,565,738,261,259,341,779,801,640,896,326,248
777,767,646,874,424,768,871,151,243,349,360,323,259,482,700,170
778,139,291,157,312,867,415,855,729,55,437,600,530,874,250,450
779,477,127,651,122,132,190,138,624,392,68,574,191,556,216,113
780,635,42,897,266,854,159,889,457,95,80,660,282,150,195,782
781,325,429,603,413,122,145,632,55,512,414,297,789,389,411,447
782,152,278,810,850,280,745,450,216,24,36,756,321,288,161,292
783,170,5,732,137,136,74,222,209,788,290,875,5,739,281,589
784,28,797,41,611,95,301,298,275,556,95,64,780,259,308,572
785,812,324,738,21,58,104,265,737,115,749,520,53,771,246,432
786,409,553,130,5,570,595,605,564,500,572,391,293,168,599,159
787,238,798,84,321,563,256,340,788,756,144,214,839,831,354,130
788,195,413,824,336,843,524,877,5,693,496,122,474,411,336,351
789,898,414,352,750,332,651,861,606,602,309,462,6,59,838,750
790,178,147,207,880,445,554,693,834,287,280,3,201,824,708,704
791,54,54,69,362,290,344,192,269,237,328,714,69,709,854,402
792,639,583,296,840,875,706,223,537,448,646,806,690,656,282,722
793,336,706,112,497,137,632,557,310,711,839,865,840,516,220,338
794,502,673,306,324,432,202,347,321,373,658,76,79,460,663,736
795,515,584,841,613,683,473,404,331,587,159,791,464,344,13,119
796,521,312,97,482,341,794,341,886,146,69,336,355,542,355,531
797,100,616,573,525,564,715,760,610,850,676,440,70,29,74,147
798,32,630,690,273,512,183,547,643,332,876,314,336,153,101,247
799,268,560,193,415,593,606,634,104,773,118,66,717,604,453,574
800,81,250,498,124,28,24,193,777,77,695,379,218,881,855,632
801,872,736,453,733,291,449,820,790,460,22,393,465,224,516,27
802,761,119,767,642,83,266,710,692,635,662,683,188,446,337,781
803,148,251,796,853,76,788,273,406,726,99,671,412,741,841,812
804,622,8,487,553,828,157,405,110,26,541,819,872,688,14,209
805,861,99,435,203,684,194,621,299,655,511,125,718,134,164,720
806,201,784,619,528,100,899,439,872,759,40,258,21,599,116,562
807,39,279,264,887,732,891,267,531,72,283,594,99,432,682,724
808,167,816,356,810,845,339,635,290,118,219,626,68,139,454,340
809,591,691,667,220,594,535,288,333,389,802,78,413,456,752,675
810,735,876,44,466,724,644,302,568,605,254,653,327,888,356,691
811,876,313,472,554,269,499,789,512,799,678,254,153,814,853,594
812,721,659,511,309,442,720,258,78,751,204,19,98,340,668,467
813,16,738,309,340,101,447,735,588,842,771,682,894,629,350,490
814,159,382,588,355,319,366,427,758,174,41,180,507,631,46,555
815,243,650,751,854,102,44,353,666,598,466,552,762,308,23,390
816,206,37,195,187,871,480,183,505,65,725,208,609,23,522,874
817,44,676,455,889,633,816,411,255,733,482,313,525,751,749,320
818,661,438,526,70,263,778,672,659,843,345,270,730,466,696,887
819,636,317,858,738,557,454,853,145,87,513,33,37,42,452,268
820,129,895,358,264,277,746,715,288,770,804,532,383,557,65,823
821,822,693,388,883,56,533,540,360,478,25,476,362,191,620,501
822,208,539,281,205,660,684,790,339,650,772,641,841,234,537,529
823,29,238,789,127,754,284,8,385,130,665,698,702,252,780,19
824,798,337,266,341,369,596,412,157,418,680,137,400,117,612,844
825,303,725,17,784,618,235,310,862,456,374,257,660,129,352,140
826,388,764,118,891,900,782,642,719,479,483,240,509,328,670,542
827,546,58,450,142,636,132,722,865,499,386,771,258,282,681,504
828,399,352,654,234,367,555,108,760,721,699,836,323,707,301,70
829,473,221,669,557,356,147,615,131,812,606,877,220,352,133,228
830,451,202,543,250,521,141,854,781,234,26,90,537,571,743,68
831,640,710,489,277,357,501,308,194,741,849,35,80,750,113,375
832,723,524,15,884,841,203,311,161,403,298,351,677,855,440,619
833,809,594,680,754,311,591,171,727,344,423,216,555,294,622,155
834,781,768,474,542,8,868,185,554,813,375,150,843,399,67,415
835,869,77,701,678,258,237,66,880,709,581,775,629,57,25,883
836,496,341,238,616,839,184,371,341,755,407,210,203,205,125,284
837,777,379,530,531,289,16,555,592,786,775,716,190,468,43,779
838,725,689,641,692,585,842,723,856,845,607,274,39,676,260,132
839,82,448,744,30,559,456,525,423,160,755,316,140,784,870,521
840,131,464,626,558,339,267,172,749,133,388,879,797,372,552,162
841,57,632,705,369,23,540,503,399,888,395,145,121,472,514,12
842,571,838,621,730,640,9,867,640,293,365,16,579,834,149,393
843,116,563,583,224,566,422,685,787,178,854,85,552,16,631,305
844,605,81,698,271,835,797,598,173,323,302,647,729,268,785,80
845,542,488,613,532,366,793,599,725,161,339,151,324,107,12,145
846,401,47,59,425,794,429,367,706,439,691,430,398,819,258,518
847,652,376,126,741,855,660,84,309,723,129,724,820,683,412,41
848,695,351,844,95,736,271,443,428,628,474,46,675,360,731,181
849,833,374,836,744,413,761,871,455,270,492,831,541,566,132,840
850,729,883,576,539,700,298,477,674,611,706,529,748,13,213,168
851,165,16,441,209,686,107,700,210,789,869,872,867,777,871,770
852,343,624,829,526,127,430,17,379,274,718,389,508,538,804,657
853,681,859,853,146,838,156,18,88,315,429,754,155,257,484,718
854,498,812,164,245,674,77,749,466,720,114,419,139,81,550,732
855,738,421,598,314,94,675,50,789,757,796,458,352,121,839,52
856,804,340,286,717,159,31,319,124,340,156,211,731,592,405,788
857,42,655,188,489,750,23,354,437,483,522,610,826,405,574,469
858,654,643,149,153,535,654,35,393,765,50,833,430,474,786,610
859,633,848,321,876,79,512,505,270,238,277,580,597,848,249,590
860,485,216,181,444,48,78,688,353,308,617,895,842,493,463,582
861,378,758,523,60,351,441,689,328,41,369,1,661,654,604,55
862,573,160,404,462,629,819,674,279,34,811,18,495,594,565,256
863,255,196,261,681,338,855,99,332,588,556,402,498,226,75,678
864,193,703,559,567,279,668,398,825,688,325,788,510,877,4,301
865,301,576,79,197,870,461,399,560,195,477,681,766,821,634,825
866,347,171,711,7,663,635,320,187,491,174,207,246,441,805,288
867,457,878,141,696,34,250,873,105,774,232,63,582,245,691,605
868,223,752,102,54,569,820,430,461,139,508,591,538,838,392,35
869,666,454,763,64,51,628,431,740,472,9,312,260,879,207,434
870,731,370,74,627,247,242,644,676,645,841,531,237,643,790,537
871,230,513,121,638,418,592,845,775,243,240,629,243,200,891,493
